year,month,dom,hour,min,sec,kp,infi,algeo,apgeo,algsm,apgsm,algse,apgse,tag,rig,zen,azi
2018,5,4,18,0,0,1,2,-12.68,278.7,-27.61,12.96,-30.28,0.7974,MTWA,1680,0,0
2018,5,4,18,0,0,1,2,-38.8,266.5,-54.91,2.811,-50.35,334.1,MTWA,1684,0,0
2018,5,4,18,0,0,1,2,8.658,223.7,-5.948,315.3,9.426,315.8,MTWA,1688,0,0
2018,5,4,18,0,0,1,2,-11.2,293.5,-23.64,28.5,-32.34,17.67,MTWA,1693,0,0
2018,5,4,18,0,0,1,2,-4.209,162.3,-3.801,252.6,17.03,251.8,MTWA,1697,0,0
2018,5,4,18,0,0,1,2,-7.31,241.9,-23.69,332.4,-12.43,326.2,MTWA,1701,0,0
2018,5,4,18,0,0,1,2,14.15,178.7,9.166,273.4,30.97,274,MTWA,1706,0,0
2018,5,4,18,0,0,1,0,16.68,284.9,2.324,14.91,-3.344,14.72,MTWA,1710,0,0
2018,5,4,18,0,0,1,0,-22.83,185.2,-28.13,269.1,-6.283,269.2,MTWA,1714,0,0
2018,5,4,18,0,0,1,2,29.62,144,33.72,245.6,52.86,235.3,MTWA,1718,0,0
2018,5,4,18,0,0,1,2,-2.541,226.1,-17.37,316.2,-1.796,313.5,MTWA,1723,0,0
2018,5,4,18,0,0,1,2,6.89,250.3,-9.816,341.8,-2.509,339.5,MTWA,1727,0,0
2018,5,4,18,0,0,1,2,-15.75,348.9,-13.4,84.74,-35.14,83.74,MTWA,1731,0,0
2018,5,4,18,0,0,1,1,-9.212,206.6,-20.42,294.8,-0.4159,293.1,MTWA,1735,0,0
2018,5,4,18,0,0,1,2,1.444,229.8,-13.89,320.5,0.369,318.6,MTWA,1740,0,0
2018,5,4,18,0,0,1,2,-82.58,330.2,-73.33,138.6,-73.7,220,MTWA,1744,0,0
2018,5,4,18,0,0,1,2,21.57,329.2,16.72,55.02,-1.444,56.67,MTWA,1748,0,0
2018,5,4,18,0,0,1,2,18.73,221.9,4.273,315.1,19.33,318.4,MTWA,1753,0,0
2018,5,4,18,0,0,1,1,7.603,184.8,1.222,277.4,22.87,278.1,MTWA,1757,0,0
2018,5,4,18,0,0,1,1,11.34,173,8.038,267.3,29.86,266.9,MTWA,1761,0,0
2018,5,4,18,0,0,1,1,12.97,200.8,2.501,294,22.33,296.1,MTWA,1765,0,0
2018,5,4,18,0,0,1,2,-21.3,255.7,-38,347.7,-30.59,333.4,MTWA,1770,0,0
2018,5,4,18,0,0,1,2,-13.37,244.4,-29.88,334.8,-18.98,326.1,MTWA,1774,0,0
2018,5,4,18,0,0,1,2,27.17,199.5,16.59,296.2,35.8,301.5,MTWA,1778,0,0
2018,5,4,18,0,0,1,2,-6.503,344.3,-5.883,77.59,-27.18,76.09,MTWA,1783,0,0
2018,5,4,18,0,0,1,2,3.077,221.5,-11.14,312.3,5.195,311.5,MTWA,1787,0,0
2018,5,4,18,0,0,1,2,-3.137,144.4,2.267,235.8,20.14,233.2,MTWA,1791,0,0
2018,5,4,18,0,0,1,1,14.48,183.8,8.109,278.4,29.7,279.6,MTWA,1795,0,0
2018,5,4,18,0,0,1,2,0.08486,240,-16.19,330.9,-4.895,327.4,MTWA,1800,0,0
2018,5,4,18,0,0,1,2,-15.43,240.9,-31.73,330.7,-19.46,321.9,MTWA,1804,0,0
2018,5,4,18,0,0,1,2,18.43,296.6,6.015,25.64,-3.62,26.05,MTWA,1808,0,0
2018,5,4,18,0,0,1,2,24.69,8.434,30.79,91.62,8.953,91.41,MTWA,1813,0,0
2018,5,4,18,0,0,1,1,15.65,199.2,5.448,293.2,25.38,295.7,MTWA,1817,0,0
2018,5,4,18,0,0,1,2,1.133,177.5,-3,268.6,18.84,268.6,MTWA,1821,0,0
2018,5,4,18,0,0,1,2,-7.851,252.5,-24.58,343.9,-16.99,336,MTWA,1825,0,0
2018,5,4,18,0,0,1,2,2.553,237.9,-13.57,328.9,-1.782,326.4,MTWA,1830,0,0
2018,5,4,18,0,0,1,2,33.13,310.3,23.14,34.54,9.819,39.75,MTWA,1834,0,0
2018,5,4,18,0,0,1,2,-4.766,251.6,-21.49,342.9,-13.8,336.4,MTWA,1838,0,0
2018,5,4,18,0,0,1,2,41.21,284.1,26.44,10.16,20.74,19.51,MTWA,1843,0,0
2018,5,4,18,0,0,1,2,61.16,76.08,77.84,171.4,63.58,117.9,MTWA,1847,0,0
2018,5,4,18,0,0,1,2,6.872,293.4,-5.938,24.74,-14.54,21.05,MTWA,1851,0,0
2018,5,4,18,0,0,1,2,-24.19,245.9,-40.76,335.8,-29.38,322.5,MTWA,1855,0,0
2018,5,4,18,0,0,1,2,-45.45,359.5,-38.72,105,-59.44,113.4,MTWA,1860,0,0
2018,5,4,18,0,0,1,2,-19.35,272,-35.05,6.494,-34.58,351.1,MTWA,1864,0,0
2018,5,4,18,0,0,1,0,-51.98,94.58,-36.12,180.8,-32.88,195.9,MTWA,1868,0,0
2018,5,4,18,0,0,1,0,-86.45,26.04,-70.69,156.7,-67.61,217.1,MTWA,1873,0,0
2018,5,4,18,0,0,1,0,-7.115,176.3,-10.59,265.2,11.19,265.2,MTWA,1877,0,0
2018,5,4,18,0,0,1,0,-12.18,234.3,-27.92,323.6,-13.87,317.1,MTWA,1881,0,0
2018,5,4,18,0,0,1,0,-33.24,241.8,-49.55,330,-35.84,313.9,MTWA,1885,0,0
2018,5,4,18,0,0,1,0,-40.81,235,-56.4,319.4,-39.72,303.1,MTWA,1890,0,0
2018,5,4,18,0,0,1,0,-40.43,227.8,-54.99,310,-36.63,297.4,MTWA,1894,0,0
2018,5,4,18,0,0,1,0,-34.2,223.8,-48.23,307.2,-29.66,297.6,MTWA,1898,0,0
2018,5,4,18,0,0,1,0,-26.64,220.2,-40.2,305.1,-21.51,298.2,MTWA,1903,0,0
2018,5,4,18,0,0,1,0,-19.25,210.3,-31,296.1,-11.05,292.6,MTWA,1907,0,0
2018,5,4,18,0,0,1,0,-26.52,185.2,-31.63,267.7,-9.792,268,MTWA,1911,0,0
2018,5,4,18,0,0,1,0,-59.73,165.1,-56.33,229.9,-37.92,243.1,MTWA,1915,0,0
2018,5,4,18,0,0,1,0,-53.14,288.6,-65.07,40.26,-70.57,345.3,MTWA,1920,0,0
2018,5,4,18,0,0,1,0,-53.64,115.1,-40.12,195.8,-31.35,210.5,MTWA,1924,0,0
2018,5,4,18,0,0,1,2,-10.75,227.1,-25.64,316.1,-9.728,311.2,MTWA,1928,0,0
2018,5,4,18,0,0,1,2,-3.76,220.5,-17.75,310.2,-0.7183,308,MTWA,1933,0,0
2018,5,4,18,0,0,1,2,-45.71,225.2,-59.67,304.2,-40.22,291.8,MTWA,1937,0,0
2018,5,4,18,0,0,1,2,-5.531,273.9,-21.11,6.807,-22.06,358.1,MTWA,1941,0,0
2018,5,4,18,0,0,1,2,11.67,240.9,-4.687,332.6,5.441,332.7,MTWA,1945,0,0
2018,5,4,18,0,0,1,2,-47.4,186.7,-51.52,258.9,-29.96,262.1,MTWA,1950,0,0
2018,5,4,18,0,0,1,2,-34,235.6,-49.74,321.9,-34.06,307.9,MTWA,1954,0,0
2018,5,4,18,0,0,1,1,10.34,197.1,0.7722,289.9,21.24,291.5,MTWA,1958,0,0
2018,5,4,18,0,0,1,2,23.84,279.3,8.668,8.625,4.841,11.21,MTWA,1963,0,0
2018,5,4,18,0,0,1,1,12.3,217.6,-1.425,310,15.18,311.7,MTWA,1967,0,0
2018,5,4,18,0,0,1,2,0.4026,243,-16.05,334,-5.746,330.2,MTWA,1971,0,0
2018,5,4,18,0,0,1,2,-22,280.3,-36.6,16.4,-39.62,359.1,MTWA,1975,0,0
2018,5,4,18,0,0,1,2,11.24,256,-5.465,347.4,-0.4677,346.3,MTWA,1980,0,0
2018,5,4,18,0,0,1,1,5.8,181.6,0.331,274,22.12,274.3,MTWA,1984,0,0
2018,5,4,18,0,0,1,2,-3.614,37.48,9.966,128.4,-7.266,128.1,MTWA,1988,0,0
2018,5,4,18,0,0,1,2,-22.72,241.3,-39.03,330.5,-26.25,318.9,MTWA,1993,0,0
2018,5,4,18,0,0,1,2,-74.81,229.5,-83.38,230.1,-62.76,260.7,MTWA,1997,0,0
2018,5,4,18,0,0,1,2,-4.259,311.2,-12.87,44.87,-27.56,38.79,MTWA,2001,0,0
2018,5,4,18,0,0,1,1,-7.276,189.7,-14.42,278.2,7.209,278,MTWA,2005,0,0
2018,5,4,18,0,0,1,1,2.728,175.8,-1.005,267.5,20.82,267.3,MTWA,2010,0,0
2018,5,4,18,0,0,1,1,13.26,201,2.739,294.3,22.53,296.4,MTWA,2014,0,0
2018,5,4,18,0,0,1,2,-22.18,267.1,-38.33,1.132,-35.55,344.6,MTWA,2018,0,0
2018,5,4,18,0,0,1,2,16.97,248.3,0.3035,340,7.575,341.5,MTWA,2023,0,0
2018,5,4,18,0,0,1,2,-9.5,258.2,-26.15,350.2,-20.63,340.9,MTWA,2027,0,0
2018,5,4,18,0,0,1,2,-41.45,0.6241,-34.68,104.2,-55.57,110.9,MTWA,2031,0,0
2018,5,4,18,0,0,1,0,8.835,297.1,-3.288,28.04,-13.18,25.17,MTWA,2035,0,0
2018,5,4,18,0,0,1,2,-11.48,296.1,-23.39,31.25,-33.08,20.55,MTWA,2040,0,0
